"33130000001";2015-01-01;"REF14";34;39
"33130000002";2015-01-01;"REF14";34;16
"33130000002";2015-01-01;"REF14";34;43
"33130000003";2015-01-01;"REF14";34;30
"13580000004";2015-01-01;"REF59";14;40
"13580000005";2015-01-01;"REF59";14;22
"17860000005";2015-01-01;"REF87";18;12
"17860000005";2015-01-01;"REF87";18;8
"17860000006";2015-01-01;"REF87";18;21
"25480010006";2015-01-02;"REF49";26;23
"16290010007";2015-01-02;"REF30";17;5
"16290010008";2015-01-02;"REF30";17;34
"20180010008";2015-01-02;"REF19";21;28
"20180010009";2015-01-02;"REF19";21;11
"38370020009";2015-01-03;"REF38";39;33
"38370020009";2015-01-03;"REF38";39;30
"14150020010";2015-01-03;"REF16";15;13
"14150020010";2015-01-03;"REF16";15;3
"05610020011";2015-01-03;"REF62";6;10
"37030030011";2015-01-04;"REF4";38;31
"37030030012";2015-01-04;"REF4";38;19
"31740030012";2015-01-04;"REF75";32;39
"02290030012";2015-01-04;"REF30";3;32
"02290030013";2015-01-04;"REF30";3;13
"04030030013";2015-01-04;"REF4";5;46
"15690040014";2015-01-05;"REF70";16;49
"15690040014";2015-01-05;"REF70";16;44
"36400040015";2015-01-05;"REF41";37;39
"22510050016";2015-01-06;"REF52";23;34
"12120050016";2015-01-06;"REF13";13;33
"20270060016";2015-01-07;"REF28";21;8
"20270060017";2015-01-07;"REF28";21;28
"43030060017";2015-01-07;"REF4";44;29
"43030060017";2015-01-07;"REF4";44;49
"43030060017";2015-01-07;"REF4";44;47
"38410070018";2015-01-08;"REF42";39;19
"35610070018";2015-01-08;"REF62";36;3
"17800070018";2015-01-08;"REF81";18;50
"17800070019";2015-01-08;"REF81";18;22
"16500070019";2015-01-08;"REF51";17;24
"16500070019";2015-01-08;"REF51";17;25
"12630070020";2015-01-08;"REF64";13;10
"12630070021";2015-01-08;"REF64";13;43
"08480080022";2015-01-09;"REF49";9;49
"28720080023";2015-01-09;"REF73";29;49
"33630080024";2015-01-09;"REF64";34;1
"33630080025";2015-01-09;"REF64";34;48
"15870080026";2015-01-09;"REF88";16;7
"17570080027";2015-01-09;"REF58";18;29
"16490080027";2015-01-09;"REF50";17;19
"02210100028";2015-01-11;"REF22";3;7
"02210100029";2015-01-11;"REF22";3;31
"20490100029";2015-01-11;"REF50";21;44
"40780100030";2015-01-11;"REF79";41;14
"40780100031";2015-01-11;"REF79";41;7
"43720110032";2015-01-12;"REF73";44;47
"43720110033";2015-01-12;"REF73";44;23
"16300110034";2015-01-12;"REF31";17;46
"37120120034";2015-01-13;"REF13";38;23
"37120120035";2015-01-13;"REF13";38;26
"18690120035";2015-01-13;"REF70";19;31
"18690120035";2015-01-13;"REF70";19;8
"38350130035";2015-01-14;"REF36";39;8
"38350130036";2015-01-14;"REF36";39;24
"17420130036";2015-01-14;"REF43";18;6
"20000130037";2015-01-14;"REF1";21;44
"20000130037";2015-01-14;"REF1";21;6
"18690140038";2015-01-15;"REF70";19;41
"37580140039";2015-01-15;"REF59";38;19
"00480140040";2015-01-15;"REF49";1;32
"00480140040";2015-01-15;"REF49";1;29
"14780140041";2015-01-15;"REF79";15;9
"37450150041";2015-01-16;"REF46";38;16
"37450150042";2015-01-16;"REF46";38;42
"37450150043";2015-01-16;"REF46";38;27
"40840150044";2015-01-16;"REF85";41;17
"40840150044";2015-01-16;"REF85";41;3
"10900160045";2015-01-17;"REF91";11;40
"10900160045";2015-01-17;"REF91";11;45
"13290160045";2015-01-17;"REF30";14;29
"20020160046";2015-01-17;"REF3";21;38
"20020160046";2015-01-17;"REF3";21;31
"20020160047";2015-01-17;"REF3";21;33
"17630170047";2015-01-18;"REF64";18;8
"17630170047";2015-01-18;"REF64";18;18
"17630170048";2015-01-18;"REF64";18;29
"17630170048";2015-01-18;"REF64";18;43
"20650170049";2015-01-18;"REF66";21;43
"20650170050";2015-01-18;"REF66";21;28
"31720170050";2015-01-18;"REF73";32;6
"05870170051";2015-01-18;"REF88";6;40
"13860170051";2015-01-18;"REF87";14;28
"20220170052";2015-01-18;"REF23";21;9
"19690180052";2015-01-19;"REF70";20;3
