"490000001";2016-01-01;"B21302";"50";13
"490000002";2016-01-01;"B1274";"50";12
"220000003";2016-01-01;"A13125";"23";28
"220000003";2016-01-01;"B5180";"23";5
"220000004";2016-01-01;"A21915";"23";9
"220010004";2016-01-02;"A18477";"23";25
"690010005";2016-01-02;"B19839";"70";17
"690010005";2016-01-02;"B11648";"70";35
"690010006";2016-01-02;"A20126";"70";8
"640010007";2016-01-02;"B3828";"65";27
"230010008";2016-01-02;"A7696";"24";18
"440020008";2016-01-03;"B14428";"45";7
"440020008";2016-01-03;"B16030";"45";25
"100020009";2016-01-03;"B12772";"11";34
"100020010";2016-01-03;"A19343";"11";27
"100020011";2016-01-03;"B6524";"11";13
"100020011";2016-01-03;"A12955";"11";20
"170020012";2016-01-03;"A1317";"18";15
"230020013";2016-01-03;"B6524";"24";11
"160030014";2016-01-04;"B3946";"17";32
"430030015";2016-01-04;"B15680";"44";14
"430030015";2016-01-04;"A16646";"44";1
"100040016";2016-01-05;"B3952";"11";31
"100040016";2016-01-05;"A20420";"11";9
"430040017";2016-01-05;"A10057";"44";19
"060040018";2016-01-05;"B11674";"7";25
"060040018";2016-01-05;"A19233";"7";30
"490040018";2016-01-05;"B19923";"50";32
"200040018";2016-01-05;"A2155";"21";5
"200040019";2016-01-05;"B21956";"21";24
"590040020";2016-01-05;"A10258";"60";34
"020040020";2016-01-05;"B18245";"3";20
"020040020";2016-01-05;"B11081";"3";14
"020040021";2016-01-05;"A184";"3";33
"340040021";2016-01-05;"A5694";"35";8
"340040021";2016-01-05;"B8571";"35";12
"270040022";2016-01-05;"A21137";"28";5
"440050023";2016-01-06;"A8076";"45";40
"110050024";2016-01-06;"A12338";"12";30
"200050025";2016-01-06;"A2192";"21";19
"350060025";2016-01-07;"B20172";"36";9
"060060026";2016-01-07;"B12608";"7";38
"550060026";2016-01-07;"A10280";"56";35
"010060026";2016-01-07;"A16598";"2";16
"600060027";2016-01-07;"B1274";"61";23
"600060027";2016-01-07;"A10258";"61";35
"490070028";2016-01-08;"A8552";"50";9
"350070028";2016-01-08;"A10973";"36";39
"040070029";2016-01-08;"B19853";"5";26
"040070030";2016-01-08;"A15118";"5";38
"200070031";2016-01-08;"B21480";"21";4
"180080031";2016-01-09;"A16868";"19";8
